shift_id,employee_id,role,shift_type,day_of_week,hour_start,hour_end,employee_count,expected_sales_cents,sales_total_cents,assigned_sales_cents,orders_count,tips_received_cents
3b8f4177-8fde-5e1f-8df7-cb8e771a2c61,8d59a294-8483-5acb-9baf-a6d5a5cc4432,SERVER,DINNER,4,17,23,8,762767,799599,178532,157,32496
3b8f4177-8fde-5e1f-8df7-cb8e771a2c61,9214be70-6bd8-51be-ab21-b45d9b028cd1,SERVER,DINNER,4,17,23,8,762767,799599,188807,157,21894
3b8f4177-8fde-5e1f-8df7-cb8e771a2c61,9b876e46-887f-53e8-ae65-2b4ce255c5d1,COOK,DINNER,4,17,23,8,762767,799599,0,157,5639
3b8f4177-8fde-5e1f-8df7-cb8e771a2c61,dbae16d0-2e7b-5c54-afe3-efdd3c759ac9,BUSSER,DINNER,4,17,23,8,762767,799599,0,157,11969
3b8f4177-8fde-5e1f-8df7-cb8e771a2c61,df7f7bd6-de17-5af0-bcc4-763ea48a8cf0,SERVER,DINNER,4,17,23,8,762767,799599,264178,157,30208
3b8f4177-8fde-5e1f-8df7-cb8e771a2c61,e0b34a88-2459-580f-a05b-3141035c271b,SERVER,DINNER,4,17,23,8,762767,799599,168082,157,23794
a3ac8d20-2b93-51ca-97fb-e9acf7a9abfb,8d59a294-8483-5acb-9baf-a6d5a5cc4432,SERVER,LUNCH,4,11,15,5,591706,561800,225827,115,36807
a3ac8d20-2b93-51ca-97fb-e9acf7a9abfb,9214be70-6bd8-51be-ab21-b45d9b028cd1,SERVER,LUNCH,4,11,15,5,591706,561800,190708,115,21235
a3ac8d20-2b93-51ca-97fb-e9acf7a9abfb,9b876e46-887f-53e8-ae65-2b4ce255c5d1,COOK,LUNCH,4,11,15,5,591706,561800,0,115,4391
a3ac8d20-2b93-51ca-97fb-e9acf7a9abfb,dbae16d0-2e7b-5c54-afe3-efdd3c759ac9,BUSSER,LUNCH,4,11,15,5,591706,561800,0,115,12383
a3ac8d20-2b93-51ca-97fb-e9acf7a9abfb,e0b34a88-2459-580f-a05b-3141035c271b,SERVER,LUNCH,4,11,15,5,591706,561800,145265,115,27464
f37b3835-697b-5a9e-8496-9a99dd6c3fe3,0a0b64f1-c56d-5aa0-a0c7-eb653bcae0f6,BARTENDER,DINNER,5,17,23,8,731492,697417,126341,145,13485
f37b3835-697b-5a9e-8496-9a99dd6c3fe3,8d59a294-8483-5acb-9baf-a6d5a5cc4432,SERVER,DINNER,5,17,23,8,731492,697417,141237,145,27490
f37b3835-697b-5a9e-8496-9a99dd6c3fe3,9214be70-6bd8-51be-ab21-b45d9b028cd1,SERVER,DINNER,5,17,23,8,731492,697417,165433,145,19713
f37b3835-697b-5a9e-8496-9a99dd6c3fe3,9400d342-34c4-5809-ba77-64f904948bb9,BUSSER,DINNER,5,17,23,8,731492,697417,0,145,6029
f37b3835-697b-5a9e-8496-9a99dd6c3fe3,9b876e46-887f-53e8-ae65-2b4ce255c5d1,COOK,DINNER,5,17,23,8,731492,697417,0,145,3982
f37b3835-697b-5a9e-8496-9a99dd6c3fe3,a9c66e2f-74ca-5661-af34-44b59496d0ef,BARTENDER,DINNER,5,17,23,8,731492,697417,170594,145,29446
f37b3835-697b-5a9e-8496-9a99dd6c3fe3,dbae16d0-2e7b-5c54-afe3-efdd3c759ac9,BUSSER,DINNER,5,17,23,8,731492,697417,0,145,9540
f37b3835-697b-5a9e-8496-9a99dd6c3fe3,e0b34a88-2459-580f-a05b-3141035c271b,SERVER,DINNER,5,17,23,8,731492,697417,93812,145,15696
694bc9b1-3e9a-54e2-ac4a-3a4ece6344a0,20bedfcb-f538-582e-8520-ee183763971e,HOST,LUNCH,5,11,15,5,488338,547246,0,99,10492
694bc9b1-3e9a-54e2-ac4a-3a4ece6344a0,8d59a294-8483-5acb-9baf-a6d5a5cc4432,SERVER,LUNCH,5,11,15,5,488338,547246,255726,99,41159
694bc9b1-3e9a-54e2-ac4a-3a4ece6344a0,9214be70-6bd8-51be-ab21-b45d9b028cd1,SERVER,LUNCH,5,11,15,5,488338,547246,162899,99,19782
694bc9b1-3e9a-54e2-ac4a-3a4ece6344a0,9b876e46-887f-53e8-ae65-2b4ce255c5d1,COOK,LUNCH,5,11,15,5,488338,547246,0,99,3828
694bc9b1-3e9a-54e2-ac4a-3a4ece6344a0,e0b34a88-2459-580f-a05b-3141035c271b,SERVER,LUNCH,5,11,15,5,488338,547246,128621,99,21866
9281b086-2c3f-5dab-872e-f2e757301b94,20bedfcb-f538-582e-8520-ee183763971e,HOST,DINNER,6,17,23,8,772692,898964,0,172,12789
9281b086-2c3f-5dab-872e-f2e757301b94,263934cb-cc8a-51c8-8cd0-b0f57efadc2e,CHEF,DINNER,6,17,23,8,772692,898964,0,172,9356
9281b086-2c3f-5dab-872e-f2e757301b94,8d59a294-8483-5acb-9baf-a6d5a5cc4432,SERVER,DINNER,6,17,23,8,772692,898964,221261,172,33483
9281b086-2c3f-5dab-872e-f2e757301b94,9214be70-6bd8-51be-ab21-b45d9b028cd1,SERVER,DINNER,6,17,23,8,772692,898964,300434,172,28346
9281b086-2c3f-5dab-872e-f2e757301b94,9b876e46-887f-53e8-ae65-2b4ce255c5d1,COOK,DINNER,6,17,23,8,772692,898964,0,172,4465
9281b086-2c3f-5dab-872e-f2e757301b94,dbae16d0-2e7b-5c54-afe3-efdd3c759ac9,BUSSER,DINNER,6,17,23,8,772692,898964,0,172,11727
9281b086-2c3f-5dab-872e-f2e757301b94,df7f7bd6-de17-5af0-bcc4-763ea48a8cf0,SERVER,DINNER,6,17,23,8,772692,898964,156413,172,24854
9281b086-2c3f-5dab-872e-f2e757301b94,e0b34a88-2459-580f-a05b-3141035c271b,SERVER,DINNER,6,17,23,8,772692,898964,220856,172,30186
e5ed4e87-ad88-5793-9ee1-cbe5b7954f7c,8d59a294-8483-5acb-9baf-a6d5a5cc4432,SERVER,LUNCH,6,11,15,5,490725,478977,212076,93,31193
e5ed4e87-ad88-5793-9ee1-cbe5b7954f7c,9214be70-6bd8-51be-ab21-b45d9b028cd1,SERVER,LUNCH,6,11,15,5,490725,478977,94789,93,15557
e5ed4e87-ad88-5793-9ee1-cbe5b7954f7c,9b876e46-887f-53e8-ae65-2b4ce255c5d1,COOK,LUNCH,6,11,15,5,490725,478977,0,93,3467
e5ed4e87-ad88-5793-9ee1-cbe5b7954f7c,dbae16d0-2e7b-5c54-afe3-efdd3c759ac9,BUSSER,LUNCH,6,11,15,5,490725,478977,0,93,9498
e5ed4e87-ad88-5793-9ee1-cbe5b7954f7c,e0b34a88-2459-580f-a05b-3141035c271b,SERVER,LUNCH,6,11,15,5,490725,478977,172112,93,23395
28fa1560-5688-5e79-bc45-e4800d1a7777,0a0b64f1-c56d-5aa0-a0c7-eb653bcae0f6,BARTENDER,DINNER,1,17,23,8,635619,759809,160414,150,18320
28fa1560-5688-5e79-bc45-e4800d1a7777,20bedfcb-f538-582e-8520-ee183763971e,HOST,DINNER,1,17,23,8,635619,759809,0,150,8900
28fa1560-5688-5e79-bc45-e4800d1a7777,8d59a294-8483-5acb-9baf-a6d5a5cc4432,SERVER,DINNER,1,17,23,8,635619,759809,170119,150,24480
28fa1560-5688-5e79-bc45-e4800d1a7777,9214be70-6bd8-51be-ab21-b45d9b028cd1,SERVER,DINNER,1,17,23,8,635619,759809,99476,150,16215
28fa1560-5688-5e79-bc45-e4800d1a7777,9b876e46-887f-53e8-ae65-2b4ce255c5d1,COOK,DINNER,1,17,23,8,635619,759809,0,150,3984
28fa1560-5688-5e79-bc45-e4800d1a7777,a9c66e2f-74ca-5661-af34-44b59496d0ef,BARTENDER,DINNER,1,17,23,8,635619,759809,238191,150,38365
28fa1560-5688-5e79-bc45-e4800d1a7777,dbae16d0-2e7b-5c54-afe3-efdd3c759ac9,BUSSER,DINNER,1,17,23,8,635619,759809,0,150,10297
28fa1560-5688-5e79-bc45-e4800d1a7777,e0b34a88-2459-580f-a05b-3141035c271b,SERVER,DINNER,1,17,23,8,635619,759809,91609,150,18236
f0cb08a3-2aae-5b7d-989a-ceda2a5ff1ab,8d59a294-8483-5acb-9baf-a6d5a5cc4432,SERVER,LUNCH,1,11,15,5,596662,519907,232508,101,34970
f0cb08a3-2aae-5b7d-989a-ceda2a5ff1ab,9214be70-6bd8-51be-ab21-b45d9b028cd1,SERVER,LUNCH,1,11,15,5,596662,519907,137818,101,22996
f0cb08a3-2aae-5b7d-989a-ceda2a5ff1ab,9b876e46-887f-53e8-ae65-2b4ce255c5d1,COOK,LUNCH,1,11,15,5,596662,519907,0,101,4568
f0cb08a3-2aae-5b7d-989a-ceda2a5ff1ab,dbae16d0-2e7b-5c54-afe3-efdd3c759ac9,BUSSER,LUNCH,1,11,15,5,596662,519907,0,101,9797
f0cb08a3-2aae-5b7d-989a-ceda2a5ff1ab,e0b34a88-2459-580f-a05b-3141035c271b,SERVER,LUNCH,1,11,15,5,596662,519907,149581,101,23295
e01a8df5-d445-574b-9051-b40d369f2cc4,20bedfcb-f538-582e-8520-ee183763971e,HOST,DINNER,2,17,23,8,667949,662918,0,140,7964
e01a8df5-d445-574b-9051-b40d369f2cc4,263934cb-cc8a-51c8-8cd0-b0f57efadc2e,CHEF,DINNER,2,17,23,8,667949,662918,0,140,5769
e01a8df5-d445-574b-9051-b40d369f2cc4,8d59a294-8483-5acb-9baf-a6d5a5cc4432,SERVER,DINNER,2,17,23,8,667949,662918,205205,140,27417
e01a8df5-d445-574b-9051-b40d369f2cc4,9214be70-6bd8-51be-ab21-b45d9b028cd1,SERVER,DINNER,2,17,23,8,667949,662918,125702,140,15337
e01a8df5-d445-574b-9051-b40d369f2cc4,9b876e46-887f-53e8-ae65-2b4ce255c5d1,COOK,DINNER,2,17,23,8,667949,662918,0,140,3660
e01a8df5-d445-574b-9051-b40d369f2cc4,a9c66e2f-74ca-5661-af34-44b59496d0ef,BARTENDER,DINNER,2,17,23,8,667949,662918,233562,140,33803
e01a8df5-d445-574b-9051-b40d369f2cc4,dbae16d0-2e7b-5c54-afe3-efdd3c759ac9,BUSSER,DINNER,2,17,23,8,667949,662918,0,140,9186
e01a8df5-d445-574b-9051-b40d369f2cc4,e0b34a88-2459-580f-a05b-3141035c271b,SERVER,DINNER,2,17,23,8,667949,662918,98449,140,17341
b2dffa79-0557-5bf8-86d6-244f7bccbb98,8d59a294-8483-5acb-9baf-a6d5a5cc4432,SERVER,LUNCH,2,11,15,5,498501,499284,160931,100,28477
b2dffa79-0557-5bf8-86d6-244f7bccbb98,9214be70-6bd8-51be-ab21-b45d9b028cd1,SERVER,LUNCH,2,11,15,5,498501,499284,120009,100,21585
b2dffa79-0557-5bf8-86d6-244f7bccbb98,9b876e46-887f-53e8-ae65-2b4ce255c5d1,COOK,LUNCH,2,11,15,5,498501,499284,0,100,4311
b2dffa79-0557-5bf8-86d6-244f7bccbb98,dbae16d0-2e7b-5c54-afe3-efdd3c759ac9,BUSSER,LUNCH,2,11,15,5,498501,499284,0,100,11611
b2dffa79-0557-5bf8-86d6-244f7bccbb98,e0b34a88-2459-580f-a05b-3141035c271b,SERVER,LUNCH,2,11,15,5,498501,499284,218344,100,26137
5bbab8bc-4a26-51de-9ac8-4ce1e319a144,20bedfcb-f538-582e-8520-ee183763971e,HOST,DINNER,3,17,23,8,804664,732537,0,134,10417
5bbab8bc-4a26-51de-9ac8-4ce1e319a144,263934cb-cc8a-51c8-8cd0-b0f57efadc2e,CHEF,DINNER,3,17,23,8,804664,732537,0,134,7550
5bbab8bc-4a26-51de-9ac8-4ce1e319a144,8d59a294-8483-5acb-9baf-a6d5a5cc4432,SERVER,DINNER,3,17,23,8,804664,732537,219864,134,30835
5bbab8bc-4a26-51de-9ac8-4ce1e319a144,9214be70-6bd8-51be-ab21-b45d9b028cd1,SERVER,DINNER,3,17,23,8,804664,732537,142705,134,19633
5bbab8bc-4a26-51de-9ac8-4ce1e319a144,9b876e46-887f-53e8-ae65-2b4ce255c5d1,COOK,DINNER,3,17,23,8,804664,732537,0,134,4539
5bbab8bc-4a26-51de-9ac8-4ce1e319a144,dbae16d0-2e7b-5c54-afe3-efdd3c759ac9,BUSSER,DINNER,3,17,23,8,804664,732537,0,134,9201
5bbab8bc-4a26-51de-9ac8-4ce1e319a144,df7f7bd6-de17-5af0-bcc4-763ea48a8cf0,SERVER,DINNER,3,17,23,8,804664,732537,190639,134,29292
5bbab8bc-4a26-51de-9ac8-4ce1e319a144,e0b34a88-2459-580f-a05b-3141035c271b,SERVER,DINNER,3,17,23,8,804664,732537,179329,134,21291
c0118256-142e-5b6a-8860-e4eb15df8f67,263934cb-cc8a-51c8-8cd0-b0f57efadc2e,CHEF,LUNCH,3,11,15,5,534564,548580,0,108,8165
c0118256-142e-5b6a-8860-e4eb15df8f67,9214be70-6bd8-51be-ab21-b45d9b028cd1,SERVER,LUNCH,3,11,15,5,534564,548580,212470,108,26393
c0118256-142e-5b6a-8860-e4eb15df8f67,9b876e46-887f-53e8-ae65-2b4ce255c5d1,COOK,LUNCH,3,11,15,5,534564,548580,0,108,4872
c0118256-142e-5b6a-8860-e4eb15df8f67,dbae16d0-2e7b-5c54-afe3-efdd3c759ac9,BUSSER,LUNCH,3,11,15,5,534564,548580,0,108,12393
c0118256-142e-5b6a-8860-e4eb15df8f67,e0b34a88-2459-580f-a05b-3141035c271b,SERVER,LUNCH,3,11,15,5,534564,548580,336110,108,46209
4a46d4b5-8721-5340-b01f-7f9693235854,20bedfcb-f538-582e-8520-ee183763971e,HOST,DINNER,4,17,23,8,759878,741179,0,150,11280
4a46d4b5-8721-5340-b01f-7f9693235854,263934cb-cc8a-51c8-8cd0-b0f57efadc2e,CHEF,DINNER,4,17,23,8,759878,741179,0,150,6135
4a46d4b5-8721-5340-b01f-7f9693235854,8d59a294-8483-5acb-9baf-a6d5a5cc4432,SERVER,DINNER,4,17,23,8,759878,741179,205902,150,31006
4a46d4b5-8721-5340-b01f-7f9693235854,9214be70-6bd8-51be-ab21-b45d9b028cd1,SERVER,DINNER,4,17,23,8,759878,741179,187328,150,20174
4a46d4b5-8721-5340-b01f-7f9693235854,9b876e46-887f-53e8-ae65-2b4ce255c5d1,COOK,DINNER,4,17,23,8,759878,741179,0,150,4551
4a46d4b5-8721-5340-b01f-7f9693235854,dbae16d0-2e7b-5c54-afe3-efdd3c759ac9,BUSSER,DINNER,4,17,23,8,759878,741179,0,150,9714
4a46d4b5-8721-5340-b01f-7f9693235854,df7f7bd6-de17-5af0-bcc4-763ea48a8cf0,SERVER,DINNER,4,17,23,8,759878,741179,164613,150,23901
4a46d4b5-8721-5340-b01f-7f9693235854,e0b34a88-2459-580f-a05b-3141035c271b,SERVER,DINNER,4,17,23,8,759878,741179,183336,150,22788
5185ee9b-8244-514c-9263-d93a873f088a,20bedfcb-f538-582e-8520-ee183763971e,HOST,LUNCH,4,11,15,5,457782,468996,0,88,8251
5185ee9b-8244-514c-9263-d93a873f088a,263934cb-cc8a-51c8-8cd0-b0f57efadc2e,CHEF,LUNCH,4,11,15,5,457782,468996,0,88,5860
5185ee9b-8244-514c-9263-d93a873f088a,8d59a294-8483-5acb-9baf-a6d5a5cc4432,SERVER,LUNCH,4,11,15,5,457782,468996,259942,88,39751
5185ee9b-8244-514c-9263-d93a873f088a,9b876e46-887f-53e8-ae65-2b4ce255c5d1,COOK,LUNCH,4,11,15,5,457782,468996,0,88,3565
5185ee9b-8244-514c-9263-d93a873f088a,e0b34a88-2459-580f-a05b-3141035c271b,SERVER,LUNCH,4,11,15,5,457782,468996,209054,88,25082
bea2aa11-6b32-561a-b4fd-cf0c32197de2,20bedfcb-f538-582e-8520-ee183763971e,HOST,DINNER,5,17,23,8,728083,785944,0,161,11703
bea2aa11-6b32-561a-b4fd-cf0c32197de2,263934cb-cc8a-51c8-8cd0-b0f57efadc2e,CHEF,DINNER,5,17,23,8,728083,785944,0,161,8572
bea2aa11-6b32-561a-b4fd-cf0c32197de2,8d59a294-8483-5acb-9baf-a6d5a5cc4432,SERVER,DINNER,5,17,23,8,728083,785944,188821,161,31154
bea2aa11-6b32-561a-b4fd-cf0c32197de2,9214be70-6bd8-51be-ab21-b45d9b028cd1,SERVER,DINNER,5,17,23,8,728083,785944,218762,161,25726
bea2aa11-6b32-561a-b4fd-cf0c32197de2,9b876e46-887f-53e8-ae65-2b4ce255c5d1,COOK,DINNER,5,17,23,8,728083,785944,0,161,5015
bea2aa11-6b32-561a-b4fd-cf0c32197de2,dbae16d0-2e7b-5c54-afe3-efdd3c759ac9,BUSSER,DINNER,5,17,23,8,728083,785944,0,161,9542
bea2aa11-6b32-561a-b4fd-cf0c32197de2,df7f7bd6-de17-5af0-bcc4-763ea48a8cf0,SERVER,DINNER,5,17,23,8,728083,785944,193536,161,26943
bea2aa11-6b32-561a-b4fd-cf0c32197de2,e0b34a88-2459-580f-a05b-3141035c271b,SERVER,DINNER,5,17,23,8,728083,785944,184825,161,23584
6b4219b2-d3cd-5a3b-b09a-1f48d8df38c4,263934cb-cc8a-51c8-8cd0-b0f57efadc2e,CHEF,LUNCH,5,11,15,5,443719,461651,0,94,5966
6b4219b2-d3cd-5a3b-b09a-1f48d8df38c4,8d59a294-8483-5acb-9baf-a6d5a5cc4432,SERVER,LUNCH,5,11,15,5,443719,461651,123679,94,27607
6b4219b2-d3cd-5a3b-b09a-1f48d8df38c4,9214be70-6bd8-51be-ab21-b45d9b028cd1,SERVER,LUNCH,5,11,15,5,443719,461651,135479,94,19815
6b4219b2-d3cd-5a3b-b09a-1f48d8df38c4,9b876e46-887f-53e8-ae65-2b4ce255c5d1,COOK,LUNCH,5,11,15,5,443719,461651,0,94,3846
6b4219b2-d3cd-5a3b-b09a-1f48d8df38c4,e0b34a88-2459-580f-a05b-3141035c271b,SERVER,LUNCH,5,11,15,5,443719,461651,202493,94,25592
bc910220-ceb3-5314-9695-30b698b4b53e,20bedfcb-f538-582e-8520-ee183763971e,HOST,DINNER,6,17,23,8,789883,729505,0,145,10392
bc910220-ceb3-5314-9695-30b698b4b53e,263934cb-cc8a-51c8-8cd0-b0f57efadc2e,CHEF,DINNER,6,17,23,8,789883,729505,0,145,7369
bc910220-ceb3-5314-9695-30b698b4b53e,8d59a294-8483-5acb-9baf-a6d5a5cc4432,SERVER,DINNER,6,17,23,8,789883,729505,172541,145,30365
bc910220-ceb3-5314-9695-30b698b4b53e,9214be70-6bd8-51be-ab21-b45d9b028cd1,SERVER,DINNER,6,17,23,8,789883,729505,127616,145,16538
bc910220-ceb3-5314-9695-30b698b4b53e,9b876e46-887f-53e8-ae65-2b4ce255c5d1,COOK,DINNER,6,17,23,8,789883,729505,0,145,4296
bc910220-ceb3-5314-9695-30b698b4b53e,dbae16d0-2e7b-5c54-afe3-efdd3c759ac9,BUSSER,DINNER,6,17,23,8,789883,729505,0,145,9753
bc910220-ceb3-5314-9695-30b698b4b53e,df7f7bd6-de17-5af0-bcc4-763ea48a8cf0,SERVER,DINNER,6,17,23,8,789883,729505,248645,145,29608
bc910220-ceb3-5314-9695-30b698b4b53e,e0b34a88-2459-580f-a05b-3141035c271b,SERVER,DINNER,6,17,23,8,789883,729505,180703,145,20599
b1a3dfc0-7220-561f-ac88-55de723d4c89,8d59a294-8483-5acb-9baf-a6d5a5cc4432,SERVER,LUNCH,6,11,15,5,399394,452556,154884,88,29173
b1a3dfc0-7220-561f-ac88-55de723d4c89,9214be70-6bd8-51be-ab21-b45d9b028cd1,SERVER,LUNCH,6,11,15,5,399394,452556,135347,88,16965
b1a3dfc0-7220-561f-ac88-55de723d4c89,9b876e46-887f-53e8-ae65-2b4ce255c5d1,COOK,LUNCH,6,11,15,5,399394,452556,0,88,3953
b1a3dfc0-7220-561f-ac88-55de723d4c89,dbae16d0-2e7b-5c54-afe3-efdd3c759ac9,BUSSER,LUNCH,6,11,15,5,399394,452556,0,88,8859
b1a3dfc0-7220-561f-ac88-55de723d4c89,e0b34a88-2459-580f-a05b-3141035c271b,SERVER,LUNCH,6,11,15,5,399394,452556,162325,88,21253
bcc0ac7c-03f8-57cd-90be-cc2790d4be94,0a0b64f1-c56d-5aa0-a0c7-eb653bcae0f6,BARTENDER,DINNER,1,17,23,8,643521,736350,167617,154,19261
bcc0ac7c-03f8-57cd-90be-cc2790d4be94,263934cb-cc8a-51c8-8cd0-b0f57efadc2e,CHEF,DINNER,1,17,23,8,643521,736350,0,154,7208
bcc0ac7c-03f8-57cd-90be-cc2790d4be94,8d59a294-8483-5acb-9baf-a6d5a5cc4432,SERVER,DINNER,1,17,23,8,643521,736350,207211,154,32472
bcc0ac7c-03f8-57cd-90be-cc2790d4be94,9214be70-6bd8-51be-ab21-b45d9b028cd1,SERVER,DINNER,1,17,23,8,643521,736350,170139,154,23637
bcc0ac7c-03f8-57cd-90be-cc2790d4be94,9400d342-34c4-5809-ba77-64f904948bb9,BUSSER,DINNER,1,17,23,8,643521,736350,0,154,8366
bcc0ac7c-03f8-57cd-90be-cc2790d4be94,9b876e46-887f-53e8-ae65-2b4ce255c5d1,COOK,DINNER,1,17,23,8,643521,736350,0,154,4826
bcc0ac7c-03f8-57cd-90be-cc2790d4be94,dbae16d0-2e7b-5c54-afe3-efdd3c759ac9,BUSSER,DINNER,1,17,23,8,643521,736350,0,154,12118
bcc0ac7c-03f8-57cd-90be-cc2790d4be94,e0b34a88-2459-580f-a05b-3141035c271b,SERVER,DINNER,1,17,23,8,643521,736350,191383,154,24986
0cadbe3c-236e-5c64-bde0-09c17b2362ae,8d59a294-8483-5acb-9baf-a6d5a5cc4432,SERVER,LUNCH,1,11,15,5,425749,393126,183665,80,28151
0cadbe3c-236e-5c64-bde0-09c17b2362ae,9214be70-6bd8-51be-ab21-b45d9b028cd1,SERVER,LUNCH,1,11,15,5,425749,393126,103617,80,16284
0cadbe3c-236e-5c64-bde0-09c17b2362ae,9b876e46-887f-53e8-ae65-2b4ce255c5d1,COOK,LUNCH,1,11,15,5,425749,393126,0,80,3204
0cadbe3c-236e-5c64-bde0-09c17b2362ae,dbae16d0-2e7b-5c54-afe3-efdd3c759ac9,BUSSER,LUNCH,1,11,15,5,425749,393126,0,80,6916
0cadbe3c-236e-5c64-bde0-09c17b2362ae,e0b34a88-2459-580f-a05b-3141035c271b,SERVER,LUNCH,1,11,15,5,425749,393126,105844,80,16649
6b88ad87-aef3-5908-8f2a-df8b17ef7bb2,263934cb-cc8a-51c8-8cd0-b0f57efadc2e,CHEF,DINNER,2,17,23,8,869291,841225,0,159,6857
6b88ad87-aef3-5908-8f2a-df8b17ef7bb2,8d59a294-8483-5acb-9baf-a6d5a5cc4432,SERVER,DINNER,2,17,23,8,869291,841225,140728,159,26351
6b88ad87-aef3-5908-8f2a-df8b17ef7bb2,9214be70-6bd8-51be-ab21-b45d9b028cd1,SERVER,DINNER,2,17,23,8,869291,841225,152421,159,17213
6b88ad87-aef3-5908-8f2a-df8b17ef7bb2,9b876e46-887f-53e8-ae65-2b4ce255c5d1,COOK,DINNER,2,17,23,8,869291,841225,0,159,4848
6b88ad87-aef3-5908-8f2a-df8b17ef7bb2,a9c66e2f-74ca-5661-af34-44b59496d0ef,BARTENDER,DINNER,2,17,23,8,869291,841225,257265,159,42240
6b88ad87-aef3-5908-8f2a-df8b17ef7bb2,dbae16d0-2e7b-5c54-afe3-efdd3c759ac9,BUSSER,DINNER,2,17,23,8,869291,841225,0,159,13085
6b88ad87-aef3-5908-8f2a-df8b17ef7bb2,df7f7bd6-de17-5af0-bcc4-763ea48a8cf0,SERVER,DINNER,2,17,23,8,869291,841225,164699,159,24924
6b88ad87-aef3-5908-8f2a-df8b17ef7bb2,e0b34a88-2459-580f-a05b-3141035c271b,SERVER,DINNER,2,17,23,8,869291,841225,126112,159,21841
1fd911fc-e528-5a7a-bc13-e14a0f6bf3f1,8d59a294-8483-5acb-9baf-a6d5a5cc4432,SERVER,LUNCH,2,11,15,5,405540,403922,148964,86,23717
1fd911fc-e528-5a7a-bc13-e14a0f6bf3f1,9214be70-6bd8-51be-ab21-b45d9b028cd1,SERVER,LUNCH,2,11,15,5,405540,403922,81336,86,14428
1fd911fc-e528-5a7a-bc13-e14a0f6bf3f1,9b876e46-887f-53e8-ae65-2b4ce255c5d1,COOK,LUNCH,2,11,15,5,405540,403922,0,86,3446
1fd911fc-e528-5a7a-bc13-e14a0f6bf3f1,dbae16d0-2e7b-5c54-afe3-efdd3c759ac9,BUSSER,LUNCH,2,11,15,5,405540,403922,0,86,6740
1fd911fc-e528-5a7a-bc13-e14a0f6bf3f1,e0b34a88-2459-580f-a05b-3141035c271b,SERVER,LUNCH,2,11,15,5,405540,403922,173622,86,24879
02de69b2-4e25-53e2-8d7b-f543bb540b8f,263934cb-cc8a-51c8-8cd0-b0f57efadc2e,CHEF,DINNER,3,17,23,8,678788,744019,0,138,8313
02de69b2-4e25-53e2-8d7b-f543bb540b8f,8d59a294-8483-5acb-9baf-a6d5a5cc4432,SERVER,DINNER,3,17,23,8,678788,744019,203470,138,29107
